customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2920-LCTHD,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.47,682.6,No
8350-ENKKV,Female,0,No,No,31,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),75.59,2350.11,No
4997-MOKVY,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,106.44,1698.22,Yes
6006-RIBTV,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),49.2,1282.23,No
9236-CAZPA,Female,0,No,No,12,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,76.19,910.65,No
2858-PZMFG,Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.77,838.89,No
6556-BJMLV,Female,1,No,No,40,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,89.32,3604.63,No
9243-LCIAQ,Female,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.72,1963.25,No
7247-DELFO,Female,0,No,No,27,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,86.18,2342.43,Yes
5793-JXBWO,Male,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,98.57,7050.48,No
7918-EIUTU,Male,0,No,No,34,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.2,2387.88,No
9991-BSBKI,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),103.89,4679.12,No
8345-TPYKP,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),101.68,6310.13,No
3949-TPYTK,Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,110.46,1625.31,No
5794-OWNLF,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,101.89,4078.63,Yes
1572-KQLAT,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.86,1334.14,No
9035-XXUJH,Male,1,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,120.0,4905.19,No
9918-DDBFJ,Male,0,No,No,52,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,51.86,2697.99,No
2033-LKJKY,Female,1,Yes,Yes,13,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,66.93,869.89,Yes
5642-NIWCB,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.31,3175.61,No
3677-RZGMF,Female,1,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.47,878.58,Yes
1270-XKUDP,Male,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,94.16,1989.21,Yes
5295-NWQOP,Female,0,No,No,2,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),77.9,198.56,Yes
5790-KMVZL,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),101.71,6006.42,No
9370-JYJDI,Male,1,No,Yes,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,118.44,5909.47,Yes
9231-DUYID,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.56,896.6,No
4631-GKDRU,Male,0,No,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,118.52,486.07,Yes
9562-DUIEX,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4,2917.52,Yes
5497-FDDNA,Male,1,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,108.4,740.07,No
7798-DYPKV,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.96,6306.03,Yes
8671-TIYJP,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,103.06,2233.42,Yes
2908-AAJHI,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),70.25,859.64,Yes
3261-CTGGB,Male,1,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,47.35,1548.84,No
5776-WPAAY,Male,0,Yes,No,35,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),81.66,2843.98,No
1369-ZMAGI,Female,0,Yes,No,39,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,86.79,3397.02,No
1732-ZZXZI,Female,0,Yes,No,12,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.23,955.6,Yes
3840-UORBD,Male,1,No,No,52,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,99.21,5164.68,Yes
9650-KJYHV,Female,1,Yes,Yes,23,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,103.03,2393.63,Yes
6729-QVHXQ,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),94.84,284.44,Yes
3359-SBXRB,Female,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,96.73,2403.88,No
3991-OIHAV,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,93.94,2227.53,No
8321-FOYME,Male,1,No,Yes,24,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.13,2049.93,Yes
7503-MWMYC,Female,0,No,No,32,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,81.76,2592.02,No
9044-VQPTL,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),102.87,7421.9,No
5003-DSCUP,Male,0,No,No,25,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),76.89,1914.06,Yes
3271-MGYEK,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,44.24,1218.56,No
9316-POUWH,Male,0,Yes,Yes,17,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.13,1625.35,No
8558-BPFSB,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,99.39,2478.75,No
2737-VOHTI,Male,1,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),38.62,1512.79,No
3187-MUKLR,Male,0,No,No,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),82.7,3302.56,No
4990-GNGIL,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.05,5728.16,No
8691-NVYMN,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.29,402.35,Yes
4287-HMQNB,Female,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,92.64,4423.52,No
9828-YQRXY,Male,1,No,Yes,43,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),73.64,3139.28,No
5719-EGZWU,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.36,655.23,Yes
9978-GTGCN,Female,0,No,No,64,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,69.25,4422.73,No
3466-LZGUB,Female,0,No,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),59.32,496.14,No
6811-LOAXU,Male,0,Yes,No,40,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),103.0,4116.38,No
4775-WJULN,Male,0,No,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),75.49,218.43,Yes
5853-CMGVS,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),93.86,1108.01,Yes
7952-XCLTR,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),89.36,3624.57,No
1539-EQPCY,Female,0,No,No,42,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),114.91,4848.86,No
2784-WWYCE,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,39.04,881.34,No
4969-VSASN,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,115.27,7832.6,No
3472-LFLFR,Female,1,Yes,No,40,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),91.82,3669.27,No
9736-HQRZT,Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.79,2049.0,No
1770-NPGLR,Male,1,Yes,No,24,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.24,2245.32,No
7533-CTIEE,Female,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,120.0,1195.51,Yes
1470-KEPKP,Male,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,104.7,1036.75,No
2797-DDRMO,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.68,747.31,No
5804-HMICU,Male,0,Yes,No,12,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,92.67,1110.7,Yes
2623-FOIDX,Female,0,Yes,No,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),76.35,813.38,No
5638-SPPPT,Female,0,No,Yes,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.8,233.92,Yes
3959-SJICQ,Male,0,Yes,Yes,21,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,54.99,1143.16,No
3187-ZXEKL,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),102.17,507.86,No
1074-MDNJF,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),108.64,2303.39,No
2843-XXKPB,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,104.49,436.17,Yes
9808-TMMXW,Male,1,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,70.72,1325.35,Yes
9349-ESISZ,Male,0,Yes,Yes,39,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),66.01,2582.34,No
1483-BSRSW,Male,0,No,No,12,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.56,879.99,No
6763-PXLRY,Male,0,No,No,33,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),87.42,2867.79,No
1001-OOHNI,Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.77,3658.7,No
9143-SJWUB,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),98.43,1457.65,No
6639-RTSPK,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,43.46,239.69,No
5370-WPAQY,Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.39,5184.87,Yes
2457-ACKFR,Male,1,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,92.97,1372.73,Yes
1016-RZGBV,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.51,3078.04,No
8428-UGNRQ,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,120.0,5493.5,No
3274-CWIKW,Female,1,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,115.84,4754.55,Yes
8048-BQLNL,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.73,723.33,Yes
6830-NCADL,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,108.33,4421.63,No
8938-GUYBF,Female,1,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.36,2383.96,No
9845-VCFJG,Female,1,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,109.14,3044.45,No
6161-ICRHX,Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),46.43,1531.27,No
5258-MXHRV,Male,0,Yes,Yes,39,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,79.58,3089.41,No
8753-ZDVTM,Male,0,Yes,Yes,61,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.34,3871.59,No
8530-USBFQ,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,41.31,1474.87,No
1033-JODKO,Female,0,Yes,No,38,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,64.06,2466.41,No
3272-ZRFOZ,Male,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.12,1145.91,No
5272-MESIG,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.91,2276.78,No
4817-YVZJM,Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,95.82,2675.88,No
8774-IPLRI,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),38.36,1464.08,No
7775-AAZCC,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.61,2402.53,No
7987-JFVHB,Male,0,No,Yes,18,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),111.15,2011.57,No
2418-DITYE,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.22,2395.06,No
7170-XRAXT,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,108.28,1830.14,Yes
1688-BCCZB,Male,0,No,No,12,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.12,947.58,No
9602-CEMWS,Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),120.0,4732.19,No
8605-GVUAU,Male,0,No,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.19,358.98,No
5749-HYYPB,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,101.49,7319.11,No
5498-CSAFJ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.65,6908.66,No
7265-MFBPK,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,93.43,1113.72,No
4790-PQIHP,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,111.92,1190.2,Yes
7303-JNZQC,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,64.99,702.01,No
7662-KMCCF,Male,1,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),41.3,103.85,No
6811-COOVF,Female,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,104.95,1653.26,Yes
6127-OUGNH,Female,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,35.59,1975.19,No
4532-LSCWP,Male,0,No,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),101.48,4075.49,Yes
9776-CAAYY,Female,0,Yes,No,23,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),63.24,1435.33,No
2310-DUVVF,Male,0,No,No,37,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),71.34,2673.65,No
5830-CSNNQ,Female,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.08,855.16,Yes
9651-OEEOZ,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,102.17,2888.97,No
2765-SHQJL,Female,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.58,1376.69,No
1566-CFHMG,Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.76,1082.61,No
2403-NDMCL,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),90.93,1369.09,Yes
7105-CWXHC,Male,1,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,41.37,671.21,No
7714-FOCYN,Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.68,1641.41,No
4789-KQWWC,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,82.74,3404.48,Yes
7474-MBVLO,Male,0,Yes,No,3,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),95.11,244.98,Yes
1044-DYRCT,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),105.62,345.97,Yes
7915-BITZJ,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.1,7260.86,No
7872-GZCTJ,Female,0,No,No,33,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.15,2443.88,No
5144-TUHOD,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,116.48,3621.96,Yes
5549-FOZJJ,Male,0,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,238.35,No
8123-ZLYRU,Male,1,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,45.97,933.72,No
3223-DUWLC,Female,0,No,No,16,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),78.82,1289.04,No
4992-CVIVI,Male,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.2,2104.87,No
8830-JAGBJ,Male,0,No,No,54,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,79.14,4295.61,No
6105-JBHRA,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,38.95,1315.73,No
8356-RLLDF,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,91.66,2740.88,No
6927-FLBNI,Male,0,No,Yes,38,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),83.58,3152.01,No
8940-UKZYY,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),43.53,1288.35,No
7399-PHOUX,Male,0,No,No,43,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),79.97,3452.15,No
2318-EEKJK,Female,0,Yes,No,68,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),78.96,5356.59,No
1405-XNILM,Female,0,No,No,25,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,72.18,1825.17,Yes
